# Created by: riboviz
# Date: 2025-11-20 22:00:12.657421
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit 45514cc565e3cdbb4e44ca919964ab8b8e1ee045 date 2025-10-13 22:13:08 GMT
ORF	OTTR_P1_2
YML132W	83.8
YML133C	0.1
YMR001C	42.2
YMR001C-A	8.7
YMR002W	339.3
YMR003W	37.4
YMR004W	57
YMR005W	34.1
YMR006C	111.6
YMR008C	79.5
YMR009W	39.2
YMR010W	70.8
YMR011W	373
YMR012W	305.6
YMR013C	26.2
YMR014W	41.8
YMR015C	169.1
YMR016C	23.4
YMR017W	0.8
YMR018W	0.4
YMR019W	10.1
YMR020W	18.5
YMR021C	17.2
YMR022W	111.6
YMR023C	5.8
YMR024W	63.3
YMR025W	14.3
YMR026C	18.9
YMR027W	162.2
YMR028W	40.4
YMR029C	52.5
YMR030W	7.2
YMR030W-A	16.9
YMR031C	57.4
YMR032W	19
YMR033W	83.2
YMR034C	7.7
YMR035W	28.4
YMR036C	9.6
YMR037C	40.8
YMR038C	212.8
YMR039C	72.4
YMR040W	5.2
YMR041C	19.6
YMR042W	11
YMR043W	49.8
YMR044W	31.2
YMR047C	46.6
YMR048W	20.8
YMR049C	94.7
YMR052W	20.6
YMR053C	4.9
YMR054W	65.7
YMR055C	9
YMR056C	1.7
YMR058W	639.6
YMR059W	37.2
YMR060C	52.2
YMR061W	48.1
YMR062C	67.2
YMR063W	9.3
YMR064W	19.1
YMR065W	1.4
YMR066W	10.7
YMR067C	49.4
YMR068W	5.2
YMR069W	1.7
YMR070W	21.3
YMR071C	212.8
YMR072W	459.9
YMR073C	77.5
YMR074C	202
YMR075W	20.4
YMR076C	37.1
YMR077C	28.1
YMR078C	20.9
YMR079W	453.3
YMR080C	51.8
YMR081C	0.6
YMR083W	642.6
YMR084W	0.9
YMR085W	0.3
YMR086W	28.5
YMR087W	21.9
YMR088C	44.3
YMR089C	52.2
YMR090W	9.8
YMR091C	85.9
YMR092C	146.5
YMR093W	71.6
YMR094W	7.8
YMR095C	3
YMR096W	6.2
YMR097C	23.6
YMR098C	17.6
YMR099C	319.8
YMR100W	31.2
YMR101C	1.6
YMR102C	44.8
YMR104C	8.6
YMR105C	42.6
YMR105W-A	0.5
YMR106C	11.8
YMR107W	2.2
YMR108W	328
YMR109W	75.4
YMR110C	57.1
YMR111C	8.8
YMR112C	63.1
YMR113W	31
YMR114C	7.9
YMR115W	38.6
YMR116C	2709.8
YMR117C	19.2
YMR118C	0.3
YMR119W	39.3
YMR120C	247.5
YMR121C	718.6
YMR122W-A	390.4
YMR123W	195.6
YMR124W	17.7
YMR125W	142.6
YMR126C	9.2
YMR127C	11.6
YMR128W	38.7
YMR129W	64.5
YMR130W	66.3
YMR131C	164.1
YMR132C	24.3
YMR133W	0.6
YMR134W	62
YMR135C	15.4
YMR136W	12.5
YMR137C	8.9
YMR138W	8.6
YMR139W	41.2
YMR140W	30.2
YMR142C	2123.3
YMR143W	2276.2
YMR144W	29.2
YMR145C	94.9
YMR146C	346.1
YMR147W	16.2
YMR148W	56.3
YMR149W	246.4
YMR150C	41.2
YMR152W	107
YMR153W	52.4
YMR154C	7.2
YMR155W	21.8
YMR156C	16.4
YMR157C	43.7
YMR158C-A	3.6
YMR158W	103.8
YMR159C	6.2
YMR160W	15.6
YMR161W	74.6
YMR162C	19
YMR163C	16.6
YMR164C	10.9
YMR165C	15.1
YMR166C	12.8
YMR167W	11.5
YMR168C	10.3
YMR169C	16.6
YMR170C	32
YMR171C	27.9
YMR172W	10.3
YMR173W	672.5
YMR174C	14.3
YMR175W	3.1
YMR175W-A	4.5
YMR176W	8.5
YMR177W	19.1
YMR178W	123.1
YMR179W	16.9
YMR180C	8.2
YMR181C	25.3
YMR182C	2.6
YMR182W-A	3.3
YMR183C	212.4
YMR184W	62.8
YMR185W	16.8
YMR186W	2843.8
YMR187C	12.5
YMR188C	77.9
YMR189W	94.6
YMR190C	8.9
YMR191W	44.1
YMR192W	25.7
YMR193W	54.2
YMR194C-B	11.9
YMR194W	1551.3
YMR195W	93.4
YMR196W	13.7
YMR197C	86
YMR198W	16.6
YMR199W	59.9
YMR200W	162.4
YMR201C	12
YMR202W	652.5
YMR203W	499.9
YMR204C	12.3
YMR205C	783.5
YMR206W	1.1
YMR207C	5.3
YMR208W	104.4
YMR209C	37.2
YMR210W	24.8
YMR211W	20.2
YMR212C	61.7
YMR213W	13.3
YMR214W	89.5
YMR215W	246.4
YMR216C	33.8
YMR217W	534.8
YMR218C	20.4
YMR219W	24.5
YMR220W	81.9
YMR221C	77.2
YMR222C	45
YMR223W	26.5
YMR224C	11.7
YMR225C	143.5
YMR226C	300.2
YMR227C	18
YMR228W	36.6
YMR229C	129.1
YMR230W	2360.1
YMR230W-A	1083.9
YMR231W	27.9
YMR232W	0.4
YMR233W	30.5
YMR234W	19
YMR235C	295.1
YMR236W	73.5
YMR237W	105.4
YMR238W	106.8
YMR239C	29
YMR240C	14.1
YMR241W	234.8
YMR242C	2596
YMR242W-A	0.8
YMR243C	207.2
YMR244C-A	42.8
YMR244W	0.9
YMR246W	289.7
YMR247C	42.1
YMR247W-A	0
YMR250W	17.5
YMR251W	1.3
YMR251W-A	444.3
YMR252C	12.7
YMR253C	27.7
YMR255W	41.4
YMR256C	185
YMR257C	7.2
YMR258C	32.4
YMR259C	31
YMR260C	563
YMR261C	68.5
YMR262W	13.2
YMR263W	35.5
YMR264W	97
YMR265C	9.7
YMR266W	84.8
YMR267W	57.5
YMR268C	15.4
YMR269W	29.8
YMR270C	14.5
YMR271C	5.1
YMR272C	179.9
YMR272W-B	4.3
YMR273C	10.7
YMR274C	29.3
YMR275C	25.5
YMR276W	218.6
YMR277W	25.6
YMR278W	38.3
YMR279C	0.7
YMR280C	1.7
YMR281W	60.8
YMR282C	15.7
YMR283C	13.2
YMR284W	14.7
YMR285C	29.2
YMR286W	70
YMR287C	11.5
YMR288W	18.5
YMR289W	36.5
YMR290C	173.1
YMR291W	63.4
YMR292W	194.1
YMR293C	10.5
YMR294W	8
YMR295C	218.4
YMR296C	111.7
YMR297W	330.4
YMR298W	327.5
YMR299C	22.6
YMR300C	143.1
YMR301C	27.3
YMR302C	33.2
YMR303C	1141
YMR304W	43.9
YMR305C	346.9
YMR306W	0.5
YMR307W	1415.5
YMR308C	106.2
YMR309C	324.1
YMR310C	34.5
YMR311C	97
YMR312W	66.3
YMR313C	27.7
YMR314W	339.6
YMR315W	205.1
YMR315W-A	0
YMR316C-A	0.6
YMR316W	14.7
YMR317W	32.8
YMR318C	383.4
YMR319C	116.5
YMR321C	129.6
YMR322C	1.6
YMR323W	0.9
YMR325W	14.9
YNL001W	80.8
YNL002C	185.4
YNL003C	35.1
YNL004W	40.7
YNL005C	63.4
YNL006W	51.6
YNL007C	468.4
YNL008C	35.2
YNL009W	4.5
YNL010W	571.1
YNL011C	17.7
YNL012W	2.9
YNL014W	9.5
YNL015W	173.6
YNL016W	414.8
YNL018C	0.8
YNL019C	3
YNL020C	13.8
YNL021W	32.7
YNL022C	37.3
YNL023C	13.8
YNL024C	8.8
YNL024C-A	125.3
YNL025C	15.8
YNL026W	38.4
YNL027W	29.9
YNL029C	7.8
YNL030W	1928.4
YNL031C	1654.4
YNL032W	31.2
YNL033W	3.3
YNL034W	0.8
YNL035C	58.6
YNL036W	303.5
YNL037C	470.7
YNL038W	30.7
YNL039W	23.4
YNL040W	33
YNL041C	42.4
YNL042W	6.5
YNL042W-B	182.4
YNL044W	274.9
YNL045W	91.9
YNL046W	16.7
YNL047C	14.2
YNL048W	63
YNL049C	41
YNL050C	34.5
YNL051W	45.1
YNL052W	116
YNL053W	14.4
YNL054W	15
YNL055C	864.7
YNL056W	47.9
YNL058C	60.4
YNL059C	54.5
YNL061W	109.6
YNL062C	59.5
YNL063W	7.9
YNL064C	722.3
YNL065W	17.9
YNL066W	274
YNL067W	1839
YNL067W-B	714.2
YNL068C	14.7
YNL069C	2562
YNL070W	543.7
YNL071W	380.6
YNL072W	23.2
YNL073W	18.1
YNL074C	47.2
YNL075W	71.5
YNL076W	20.3
YNL077W	16.6
YNL078W	22.7
YNL079C	454.7
YNL080C	23.5
YNL081C	114.8
YNL082W	17.3
YNL083W	11.8
YNL084C	160.2
YNL085W	239.4
YNL086W	16.4
YNL087W	89.9
YNL088W	62.3
YNL090W	60.3
YNL091W	26.1
YNL092W	6.8
YNL093W	1.2
YNL094W	15.5
YNL095C	18.4
YNL096C	1306.4
YNL097C	20.6
YNL097C-B	33.6
YNL098C	174.3
YNL099C	58.7
YNL100W	53.1
YNL101W	21.1
YNL102W	35
YNL103W	26.5
YNL104C	225
YNL106C	12.3
YNL107W	31.7
YNL108C	75.4
YNL110C	179.7
YNL111C	219.1
YNL112W	186.2
YNL113W	196.8
YNL115C	47.9
YNL116W	24.5
YNL117W	1.2
YNL118C	67.8
YNL119W	33.1
YNL121C	311.6
YNL122C	103.6
YNL123W	69
YNL124W	16.1
YNL125C	9.5
YNL126W	22.8
YNL127W	15.6
YNL128W	3.7
YNL129W	57.7
YNL130C	189.6
YNL130C-A	0.6
YNL131W	534.9
YNL132W	98.3
YNL133C	17
YNL134C	124.2
YNL135C	1046.2
YNL136W	15.9
YNL137C	63.3
YNL138W	340.9
YNL138W-A	28.8
YNL139C	36.9
YNL140C	43.3
YNL141W	117.7
YNL142W	6.9
YNL143C	8.5
YNL144C	2.2
YNL145W	629.7
YNL146C-A	0.9
YNL146W	13.2
YNL147W	239.2
YNL148C	39.8
YNL149C	232.8
YNL151C	75.6
YNL152W	22
YNL153C	125.8
YNL154C	123.5
YNL155W	108.5
YNL156C	61.2
YNL157W	91.7
YNL158W	59.4
YNL159C	41.3
YNL160W	115.6
YNL161W	36.2
YNL162W	2714.4
YNL162W-A	37.6
YNL163C	34.2
YNL164C	22.4
YNL165W	15
YNL166C	54
YNL167C	21.3
YNL168C	102.3
YNL169C	39.4
YNL172W	8.5
YNL173C	33.8
YNL175C	117.6
YNL176C	19.2
YNL177C	79.5
YNL178W	3279.8
YNL180C	59.9
YNL181W	60.4
YNL182C	47.9
YNL183C	29.1
YNL184C	67
YNL185C	69
YNL186W	36.8
YNL187W	2.6
YNL188W	11.3
YNL189W	273.6
YNL190W	449
YNL191W	24.9
YNL192W	51.2
YNL193W	27.8
YNL194C	0.5
YNL195C	3.6
YNL196C	0.6
YNL197C	56.6
YNL199C	28.4
YNL200C	27.4
YNL201C	29.4
YNL202W	3.4
YNL204C	1.7
YNL206C	47
YNL207W	72.1
YNL208W	421.7
YNL209W	2598.3
YNL210W	0.1
YNL211C	10.4
YNL212W	56.3
YNL213C	13
YNL214W	34.7
YNL215W	29.5
YNL216W	59.9
YNL217W	65.4
YNL218W	14.9
YNL219C	123.6
YNL220W	317.5
YNL221C	19.9
YNL222W	57.5
YNL223W	13.6
YNL224C	9.9
YNL225C	21.3
YNL227C	16.7
YNL229C	87.8
YNL230C	7.2
YNL231C	230.1
YNL232W	46.6
YNL233W	20.9
YNL234W	6.9
YNL236W	31
YNL237W	13.9
YNL238W	30.1
YNL239W	181.9
YNL240C	15.2
YNL241C	190.5
YNL242W	10.9
YNL243W	82.6
YNL244C	656.6
YNL245C	29.4
YNL246W	43.4
YNL247W	203.5
YNL248C	140
YNL249C	9.3
YNL250W	15.1
YNL251C	72.8
YNL252C	53.4
YNL253W	34.6
YNL254C	9.7
YNL255C	707.8
YNL256W	34.9
YNL257C	17.7
YNL258C	41
YNL259C	228.5
YNL260C	74.3
YNL261W	25.1
YNL262W	24.2
YNL263C	125.7
YNL264C	66.7
YNL265C	60
YNL267W	27.9
YNL268W	149.6
YNL269W	0.7
YNL270C	1.9
YNL271C	22.8
YNL272C	34.7
YNL273W	15
YNL274C	22.7
YNL275W	15.5
YNL277W	6.9
YNL277W-A	2.8
YNL278W	15.6
YNL279W	1.2
YNL280C	139.1
YNL281W	408.4
YNL282W	54.2
YNL283C	28.6
YNL284C	62
YNL286W	19.4
YNL287W	249.9
YNL288W	51.3
YNL289W	76.1
YNL290W	57.9
YNL291C	34
YNL292W	43.6
YNL293W	13.7
YNL294C	10.7
YNL295W	13.7
YNL297C	38.1
YNL298W	18.6
YNL299W	15.8
YNL300W	207.3
YNL301C	1084.9
YNL302C	2239.4
YNL304W	12.8
YNL305C	49.9
YNL306W	111.7
YNL307C	172.9
YNL308C	72.3
YNL309W	15.3
YNL310C	55.9
YNL311C	18.5
YNL312W	149.2
YNL313C	53.5
YNL314W	9.3
YNL315C	62.9
YNL316C	25.6
YNL317W	19.1
YNL318C	0.3
YNL320W	55.7
YNL321W	31.2
YNL322C	194.5
YNL323W	98.4
YNL325C	14.2
YNL326C	23.2
YNL327W	220.6
YNL328C	9.2
YNL329C	11.1
YNL330C	63.7
YNL331C	2.5
YNL332W	2.8
YNL333W	6.9
YNL334C	5.8
YNL335W	1.5
YNL336W	64.3
YNL339C	1.6
YNR001C	146.1
YNR002C	1.6
YNR003C	59.4
YNR004W	9.5
YNR006W	30
YNR007C	23.3
YNR008W	50.6
YNR009W	36.7
YNR010W	36.3
YNR011C	15.2
YNR012W	25.6
YNR013C	53.9
YNR014W	3.8
YNR015W	29.8
YNR016C	283.2
YNR017W	163.4
YNR018W	134.5
YNR019W	95.1
YNR020C	25.4
YNR021W	392.3
YNR022C	97.3
YNR023W	24
YNR024W	19.5
YNR026C	52.6
YNR027W	21.6
YNR028W	61.1
YNR029C	29
YNR030W	93.5
YNR031C	22.8
YNR032C-A	72.8
YNR032W	22.2
YNR033W	36.9
YNR034W	38.9
YNR034W-A	3.5
YNR035C	218.3
YNR036C	125.1
YNR037C	147.1
YNR038W	52.5
YNR039C	25.5
YNR040W	35.6
YNR041C	37
YNR043W	247.8
YNR044W	18.5
YNR045W	14.1
YNR046W	115.5
YNR047W	23.2
YNR048W	17.7
YNR049C	30.7
YNR050C	209.3
YNR051C	80.9
YNR052C	63.4
YNR053C	84.3
YNR054C	45.7
YNR055C	27.4
YNR056C	1.2
YNR057C	3.3
YNR058W	0.8
YNR059W	6.1
YNR060W	10.7
YNR061C	153.8
YNR062C	1.4
YNR063W	6.3
YNR064C	3
YNR065C	3.6
YNR066C	5.4
YNR067C	162.8
YNR068C	0.8
YNR069C	1.6
YNR070W	0.8
YNR071C	0.8
YNR072W	0.4
YNR073C	3.6
YNR074C	33.8
YNR075C-A	3.1
YNR075W	16.4
YNR076W	7
YNR077C	2.9
YOL001W	9.6
YOL002C	86.7
YOL003C	37.5
YOL004W	63.6
YOL005C	129.8
YOL006C	42.6
YOL007C	70.1
YOL008W	41.3
YOL009C	14.1
YOL010W	56.9
YOL011W	20.4
YOL012C	174
YOL013C	34.8
YOL013W-A	241.6
YOL014W	6.5
YOL015W	0.3
YOL016C	52.7
YOL017W	15.5
YOL018C	32.4
YOL019W	54.5
YOL019W-A	3.8
YOL020W	57.8
YOL021C	53.3
YOL022C	73.5
YOL023W	10.3
YOL024W	2.9
YOL025W	27.7
YOL026C	63.9
YOL027C	79.4
YOL028C	15.8
YOL029C	2.2
YOL030W	235
YOL031C	39
YOL032W	35
YOL033W	15.5
YOL034W	10.2
YOL036W	19.7
YOL038C-A	20
YOL038W	250.8
YOL039W	2229.1
YOL040C	2627.8
YOL041C	122
YOL042W	30.5
YOL043C	5.8
YOL044W	21
YOL045W	29.8
YOL047C	1.1
YOL048C	19.7
YOL049W	135.2
YOL051W	37.4
YOL052C	49.9
YOL052C-A	17
YOL053W	14.2
YOL054W	16.8
YOL055C	13.4
YOL056W	64.4
YOL057W	97.1
YOL058W	71.1
YOL059W	129.1
YOL060C	45.1
YOL061W	129.7
YOL062C	29.9
YOL063C	14.8
YOL064C	104.5
YOL065C	28.7
YOL066C	15.7
YOL067C	25
YOL068C	22.7
YOL069W	22.8
YOL070C	51.5
YOL071W	50.7
YOL072W	18.2
YOL073C	34
YOL075C	9.3
YOL076W	72.8
YOL077C	208.5
YOL077W-A	170.6
YOL078W	11.4
YOL080C	36.2
YOL081W	17.4
YOL082W	42.6
YOL083W	9
YOL084W	0.4
YOL086C	6399.6
YOL086W-A	28.5
YOL087C	19.2
YOL088C	99.5
YOL089C	17.4
YOL090W	66
YOL091W	15.4
YOL092W	186.1
YOL093W	41.8
YOL094C	59
YOL095C	10.6
YOL096C	33.8
YOL097C	277.1
YOL097W-A	3.3
YOL098C	82
YOL100W	13
YOL101C	21.9
YOL102C	54.5
YOL103W	42.4
YOL104C	0.9
YOL105C	7.6
YOL107W	42.6
YOL108C	17.7
YOL109W	1549.5
YOL110W	7.2
YOL111C	105.8
YOL112W	9.4
YOL113W	5.4
YOL114C	7.4
YOL115W	24.8
YOL116W	19.6
YOL117W	10
YOL119C	53
YOL120C	2904.7
YOL121C	1931.8
YOL122C	50.8
YOL123W	182.1
YOL124C	53.2
YOL125W	16.7
YOL126C	83.5
YOL127W	3403.4
YOL128C	11.5
YOL129W	212.3
YOL130W	23.4
YOL131W	0.6
YOL132W	0.3
YOL133W	93.5
YOL135C	25
YOL136C	36
YOL137W	36.1
YOL138C	8.6
YOL139C	956.9
YOL140W	11.1
YOL141W	16.9
YOL142W	74.3
YOL143C	379.7
YOL144W	29.9
YOL145C	74
YOL146W	55.5
YOL147C	80.8
YOL148C	24.1
YOL149W	122.7
YOL151W	226.1
YOL152W	17.8
YOL154W	3.6
YOL155C	30.8
YOL155W-A	5.4
YOL156W	2.7
YOL157C	4.1
YOL158C	207.5
YOL159C	39.8
YOL159C-A	22.3
YOL161C	3.8
YOL162W	0.5
YOL163W	0.6
YOL164W	2.8
YOL164W-A	1.4
YOL165C	4.1
YOL166W-A	1.1
YOR001W	50
YOR002W	83.5
YOR003W	4.7
YOR004W	76.3
YOR005C	5.2
YOR006C	38.6
YOR007C	646.6
YOR008C	66.6
YOR008C-A	0.8
YOR009W	83.2
YOR010C	21.8
YOR011W	25.2
YOR011W-A	0
YOR012W	14.6
YOR014W	78.2
YOR016C	129.6
YOR017W	12.3
YOR018W	19
YOR019W	1.5
YOR020C	959.6
YOR020W-A	91.4
YOR021C	229.5
YOR022C	13.2
YOR023C	25.8
YOR025W	37.9
YOR026W	18.3
YOR027W	665.1
YOR028C	13.6
YOR030W	11.6
YOR032C	0.2
YOR032W-A	0.9
YOR033C	13.2
YOR034C	23.4
YOR034C-A	22
YOR035C	29
YOR036W	26.7
YOR037W	20.7
YOR038C	23.1
YOR039W	123.6
YOR040W	13.2
YOR042W	74.6
YOR043W	58.5
YOR044W	24.5
YOR045W	446
YOR046C	233.6
YOR047C	29.8
YOR048C	63.2
YOR049C	37.3
YOR051C	141.4
YOR052C	130
YOR054C	13.7
YOR056C	52.9
YOR057W	49.2
YOR058C	20.7
YOR059C	22.9
YOR060C	11.4
YOR061W	126.3
YOR062C	10.6
YOR063W	2972.2
YOR064C	13.2
YOR065W	25.1
YOR066W	17.9
YOR067C	87.3
YOR068C	0.6
YOR069W	31.8
YOR070C	18.5
YOR071C	15.1
YOR072W-B	270.5
YOR073W	11.9
YOR074C	69.3
YOR075W	47.4
YOR076C	22.6
YOR077W	19.2
YOR078W	54
YOR079C	77.1
YOR080W	8.3
YOR081C	19.3
YOR083W	7.8
YOR084W	2.7
YOR085W	188.2
YOR086C	77
YOR087W	48.5
YOR089C	123.2
YOR090C	39
YOR091W	90
YOR092W	21
YOR093C	14.7
YOR094W	53.2
YOR095C	124.8
YOR096W	2704.1
YOR097C	29.6
YOR098C	36.8
YOR099W	330.2
YOR100C	0.5
YOR101W	76.8
YOR103C	232.9
YOR104W	25.9
YOR105W	43.8
YOR106W	17
YOR107W	0.6
YOR108W	93.1
YOR109W	57.6
YOR110W	30.7
YOR111W	49.8
YOR112W	32
YOR113W	16.3
YOR114W	9.9
YOR115C	56.4
YOR116C	58.8
YOR117W	196.7
YOR118W	25.5
YOR119C	34.3
YOR120W	4.6
YOR122C	776.5
YOR123C	50.6
YOR124C	51.2
YOR125C	64.5
YOR126C	47.6
YOR127W	14
YOR128C	129
YOR129C	6.7
YOR130C	24.8
YOR131C	61.9
YOR132W	45.3
YOR133W	2722
YOR134W	1.1
YOR136W	784.9
YOR137C	3.8
YOR138C	27.2
YOR140W	15.2
YOR141C	32.1
YOR142W	255.3
YOR143C	43.5
YOR144C	9.9
YOR145C	130.9
YOR147W	19.5
YOR148C	20.7
YOR149C	20
YOR150W	115.7
YOR151C	166.8
YOR152C	15.7
YOR153W	1496.7
YOR154W	12.5
YOR155C	47.9
YOR156C	11.2
YOR157C	270.6
YOR158W	71.6
YOR159C	99.7
YOR160W	30.1
YOR161C	17.9
YOR161C-C	0.6
YOR162C	8.2
YOR163W	99.9
YOR164C	237.7
YOR165W	98.9
YOR166C	16.8
YOR167C	1812.6
YOR168W	324.4
YOR171C	48.5
YOR172W	6.3
YOR173W	5.6
YOR174W	17.8
YOR175C	137.6
YOR176W	100.6
YOR177C	1.3
YOR178C	0.5
YOR179C	27.8
YOR180C	1.3
YOR181W	24
YOR182C	2437.4
YOR183W	110
YOR184W	388.2
YOR185C	101.8
YOR186W	1.6
YOR187W	287.3
YOR188W	19.4
YOR189W	42
YOR190W	0.7
YOR191W	13.2
YOR192C	2
YOR192C-C	630.4
YOR193W	8.9
YOR194C	74.7
YOR195W	38.6
YOR196C	26
YOR197W	182.7
YOR198C	482
YOR201C	26.6
YOR202W	67.1
YOR204W	413
YOR205C	10.2
YOR206W	111.8
YOR207C	60.5
YOR208W	10
YOR209C	194.4
YOR210W	318.9
YOR211C	40.3
YOR212W	64.9
YOR213C	19.7
YOR214C	0.3
YOR215C	86.2
YOR216C	44.2
YOR217W	51.1
YOR219C	25.3
YOR220W	65.5
YOR221C	67.4
YOR222W	33.3
YOR223W	18.5
YOR224C	274.5
YOR226C	142.9
YOR227W	12.3
YOR228C	9.5
YOR229W	24.3
YOR230W	368.2
YOR231W	14.5
YOR232W	389.7
YOR233W	22.2
YOR234C	1438.6
YOR236W	42.5
YOR237W	28.5
YOR238W	33.8
YOR239W	115.5
YOR241W	61.9
YOR242C	1.1
YOR243C	89.3
YOR244W	24.1
YOR245C	37.5
YOR246C	37.9
YOR247W	564.7
YOR249C	13.4
YOR250C	33.3
YOR251C	76
YOR252W	93
YOR253W	211.4
YOR254C	266.1
YOR255W	0.4
YOR256C	27.6
YOR257W	50.3
YOR258W	20.9
YOR259C	201.4
YOR260W	120.5
YOR261C	356.4
YOR262W	39.5
YOR264W	48.9
YOR265W	149.4
YOR266W	16
YOR267C	41
YOR268C	0.2
YOR269W	10
YOR270C	388
YOR271C	149.5
YOR272W	104.4
YOR273C	12.5
YOR274W	20.9
YOR275C	21.9
YOR276W	567
YOR278W	28.5
YOR279C	14.5
YOR280C	60.3
YOR281C	76.7
YOR283W	114
YOR284W	21.3
YOR285W	443.4
YOR286W	188.5
YOR287C	26.9
YOR288C	47.6
YOR289W	34
YOR290C	28.5
YOR291W	17.8
YOR292C	22.6
YOR293C-A	2.2
YOR293W	2998.5
YOR294W	120.2
YOR295W	13.8
YOR296W	10.7
YOR297C	58.7
YOR298C-A	894.2
YOR298W	0.8
YOR299W	27
YOR301W	35.3
YOR302W	119.7
YOR303W	46.1
YOR304C-A	22.9
YOR304W	23.8
YOR305W	18.3
YOR306C	23.7
YOR307C	34.5
YOR308C	14.5
YOR310C	431.9
YOR311C	90.4
YOR312C	2932.8
YOR313C	2.3
YOR315W	74.6
YOR316C	97.2
YOR316C-A	24.4
YOR317W	123.1
YOR319W	30.3
YOR320C	76
YOR321W	56.2
YOR322C	22.4
YOR323C	287
YOR324C	10.9
YOR326W	96.7
YOR327C	234.7
YOR328W	2.1
YOR329C	21.6
YOR330C	13.8
YOR332W	852.2
YOR334W	11.4
YOR335C	431.8
YOR336W	38.5
YOR337W	10.3
YOR338W	2
YOR339C	0.2
YOR340C	134.2
YOR341W	148.9
YOR342C	49.9
YOR344C	86.7
YOR346W	17.5
YOR347C	26.6
YOR348C	0.4
YOR349W	7.8
YOR350C	10.2
YOR351C	1
YOR352W	27.8
YOR353C	18.2
YOR354C	52
YOR355W	75.2
YOR356W	28.2
YOR357C	98.1
YOR358W	12.2
YOR359W	28.8
YOR360C	53.3
YOR361C	282.2
YOR362C	259.9
YOR363C	7.6
YOR365C	0.6
YOR367W	85.1
YOR368W	19
YOR369C	2774.6
YOR370C	63.3
YOR371C	22
YOR372C	34.7
YOR373W	19.6
YOR374W	102.1
YOR375C	390
YOR376W-A	4.3
YOR377W	28
YOR378W	2.1
YOR380W	5
YOR381W	4.8
YOR381W-A	3.6
YOR382W	1768.9
YOR383C	1400.1
YOR384W	20
YOR385W	21.4
YOR386W	14.1
YOR387C	0.7
YOR388C	1.1
YOR389W	6.8
YOR390W	28
YOR391C	1.6
YOR393W	1.3
YOR394C-A	4.1
YOR394W	12.8
YOR396W	2
YPL001W	43.3
YPL002C	26.9
YPL003W	13.3
YPL004C	353.9
YPL005W	5.6
YPL006W	36.2
YPL007C	23.2
YPL008W	9.8
YPL009C	61.6
YPL010W	379.8
YPL011C	28.6
YPL012W	92.6
YPL013C	104.4
YPL014W	12.3
YPL015C	26.9
YPL016W	28.4
YPL017C	2
YPL018W	17.2
YPL019C	277.8
YPL020C	25
YPL021W	0.9
YPL022W	11.6
YPL023C	45.1
YPL024W	9.1
YPL026C	32.8
YPL027W	0.3
YPL028W	498.5
YPL029W	14.4
YPL030W	41
YPL031C	67.6
YPL032C	90.9
YPL033C	0.5
YPL034W	10.9
YPL036W	115.7
YPL037C	1405.4
YPL038W	19.3
YPL038W-A	23.5
YPL039W	16.7
YPL040C	10.8
YPL041C	22.9
YPL042C	9.8
YPL043W	61
YPL045W	24.2
YPL046C	33
YPL047W	26.9
YPL048W	346.3
YPL049C	37.7
YPL050C	154.1
YPL051W	31.9
YPL052W	17.9
YPL053C	105.9
YPL054W	1.6
YPL055C	23.7
YPL056C	2.5
YPL057C	56.5
YPL058C	11.6
YPL059W	153.7
YPL060W	10.7
YPL061W	1896.1
YPL063W	174.4
YPL064C	19.5
YPL065W	42.5
YPL066W	15.8
YPL067C	29.4
YPL068C	21.5
YPL069C	28.1
YPL070W	26
YPL071C	20
YPL072W	13.6
YPL074W	12
YPL075W	15
YPL076W	19.6
YPL077C	9.7
YPL078C	260.7
YPL079W	2166.5
YPL081W	773.9
YPL082C	27.7
YPL083C	22
YPL084W	56.1
YPL085W	46.6
YPL086C	73.6
YPL087W	85.7
YPL088W	8.8
YPL089C	13.4
YPL090C	2856
YPL091W	200.9
YPL092W	54.4
YPL093W	158.1
YPL094C	166.9
YPL095C	5.2
YPL096C-A	29.9
YPL096W	35
YPL097W	21.7
YPL098C	146.2
YPL099C	37.8
YPL100W	27.1
YPL101W	40.5
YPL103C	21.8
YPL104W	18.2
YPL105C	36.3
YPL106C	1383.4
YPL107W	15.5
YPL108W	13.1
YPL109C	10
YPL110C	21.9
YPL111W	117.5
YPL112C	67.7
YPL113C	12.3
YPL115C	24.8
YPL116W	31.6
YPL117C	200.1
YPL118W	100.5
YPL119C	7.2
YPL119C-A	3.2
YPL120W	18.1
YPL121C	0.9
YPL122C	30.8
YPL123C	27
YPL124W	14.8
YPL125W	42.7
YPL126W	96
YPL127C	153.9
YPL128C	38.1
YPL129W	137.3
YPL130W	1.1
YPL131W	2765.4
YPL132W	29.9
YPL133C	8.5
YPL134C	12.6
YPL135W	160.8
YPL137C	29.2
YPL138C	15.4
YPL139C	35.6
YPL140C	12.1
YPL141C	16.1
YPL143W	2333.5
YPL144W	52.5
YPL145C	262.3
YPL146C	71.2
YPL147W	3.1
YPL148C	2.5
YPL149W	18.2
YPL150W	12.2
YPL151C	17.4
YPL152W	34
YPL152W-A	1.5
YPL153C	12.5
YPL154C	716.9
YPL155C	15.5
YPL156C	53
YPL157W	25.6
