# Created by: riboviz
# Date: 2025-10-03 21:18:20.670599
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	OTTR_P1_1
YDR510W	542.8
YDR511W	53.4
YDR512C	47.3
YDR513W	242.1
YDR514C	16.8
YDR515W	38.3
YDR516C	94.5
YDR517W	65.8
YDR518W	106.8
YDR519W	165.4
YDR520C	9.4
YDR522C	0.6
YDR523C	0.5
YDR524C	23.7
YDR524C-B	3048.4
YDR524W-C	0.9
YDR525W-A	143.7
YDR527W	27.6
YDR528W	20.4
YDR529C	123.5
YDR530C	19.8
YDR531W	84.8
YDR532C	12.7
YDR533C	24.5
YDR534C	285.3
YDR536W	0.7
YDR538W	25.3
YDR539W	45.6
YDR540C	3
YDR541C	6.9
YDR542W	1.8
YDR545W	1.4
YEL001C	326.2
YEL002C	290.8
YEL003W	199.1
YEL004W	21.4
YEL005C	9.8
YEL006W	23.1
YEL007W	68
YEL009C	86.4
YEL011W	16.6
YEL012W	38.2
YEL013W	121.8
YEL015W	53.4
YEL016C	11.4
YEL017C-A	1427.8
YEL017W	58
YEL018W	25.4
YEL019C	15.1
YEL020C	7.1
YEL020W-A	161.1
YEL021W	0.3
YEL022W	60.1
YEL023C	0.5
YEL024W	49.3
YEL025C	9.2
YEL026W	992.2
YEL027W	1782.3
YEL029C	29.3
YEL030W	0.8
YEL031W	266.8
YEL032W	36.6
YEL033W	1268.3
YEL034W	2799
YEL035C	0.5
YEL036C	61.8
YEL037C	147.7
YEL038W	71.5
YEL039C	5.8
YEL040W	378.5
YEL041W	4.6
YEL042W	194
YEL043W	26.4
YEL044W	37.6
YEL046C	384.6
YEL047C	222.6
YEL048C	48.2
YEL049W	1.2
YEL050C	40.3
YEL051W	405.7
YEL052W	25
YEL053C	24.6
YEL054C	2013.7
YEL055C	83.3
YEL056W	41.6
YEL057C	1.2
YEL058W	85.8
YEL059C-A	11.9
YEL060C	151.3
YEL061C	23.8
YEL062W	10.4
YEL063C	79.3
YEL064C	16.2
YEL065W	433.9
YEL066W	51.7
YEL067C	1.8
YEL068C	30.3
YEL069C	0.4
YEL070W	3.3
YEL071W	498.5
YEL072W	3.2
YEL073C	2.7
YEL075C	0.3
YEL076C	2.5
YEL076C-A	0.4
YEL077C	1.1
YER001W	48.3
YER002W	118.4
YER003C	347.2
YER004W	136.6
YER005W	18.4
YER006W	154.9
YER007C-A	238.4
YER007W	6.9
YER008C	24.3
YER009W	1468.3
YER010C	42.9
YER011W	992.6
YER012W	412
YER013W	13.2
YER014C-A	0.5
YER014W	33.3
YER015W	3.6
YER016W	46.4
YER017C	34.9
YER018C	19.8
YER019C-A	340.3
YER019W	31.6
YER020W	23.3
YER021W	261.6
YER022W	36.4
YER023W	382
YER024W	1
YER025W	388.5
YER026C	300.9
YER027C	74.5
YER028C	7.3
YER029C	44.9
YER030W	116.1
YER031C	243.5
YER032W	18.6
YER033C	5.7
YER034W	32.4
YER035W	44.3
YER036C	363.6
YER037W	27.4
YER038C	5.9
YER038W-A	0.6
YER039C	2.5
YER039C-A	7
YER040W	16.8
YER041W	7
YER042W	162.3
YER043C	1072.3
YER044C	169.3
YER044C-A	0.4
YER045C	9
YER046W	17
YER047C	12.5
YER048C	135.1
YER048W-A	189.4
YER049W	113
YER050C	141.4
YER051W	8.7
YER052C	138.2
YER053C	13.7
YER053C-A	5.4
YER054C	0.9
YER055C	385.2
YER056C	206.2
YER056C-A	1910.1
YER057C	370.7
YER058W	19.2
YER059W	26.6
YER060W	13.7
YER060W-A	23.4
YER061C	17.4
YER062C	168.1
YER063W	123.6
YER064C	83.1
YER065C	1.6
YER066W	13.8
YER067W	29.5
YER068W	50.1
YER069W	15.9
YER070W	371.9
YER071C	58.4
YER072W	1011
YER073W	165.9
YER074W	3186.9
YER074W-A	161.9
YER075C	17.5
YER076C	7.3
YER077C	12.6
YER078C	26.8
YER078W-A	20.6
YER079W	33.8
YER080W	103.4
YER081W	19.7
YER082C	53.5
YER083C	102.7
YER084W	1.2
YER085C	0.4
YER086W	199.7
YER087C-B	320.9
YER087W	22.2
YER088C	35.1
YER089C	75.8
YER090W	200.9
YER091C	397.6
YER092W	73.5
YER093C	10.1
YER093C-A	16.5
YER094C	255.8
YER095W	30.1
YER096W	1.8
YER098W	5.6
YER099C	63.5
YER100W	149.4
YER101C	14.7
YER102W	3064.3
YER103W	20.9
YER104W	16.3
YER105C	51.3
YER106W	0.9
YER107C	60.9
YER110C	371.5
YER111C	20.8
YER112W	181
YER113C	26.2
YER114C	27.2
YER115C	6.2
YER116C	9.6
YER117W	2499.6
YER118C	101.2
YER119C	37.6
YER120W	393.3
YER121W	4.5
YER122C	158
YER123W	38.4
YER124C	173.7
YER125W	128.5
YER126C	139.4
YER127W	51.7
YER128W	16.3
YER129W	11
YER130C	35.5
YER131W	1397.5
YER132C	8.5
YER133W	375.6
YER134C	66.1
YER136W	261.5
YER137C	11.6
YER138W-A	456.3
YER139C	24.4
YER140W	16.4
YER141W	69.5
YER142C	33.2
YER143W	48.5
YER144C	12.5
YER145C	276.1
YER146W	131.8
YER147C	10
YER148W	146.6
YER149C	34.3
YER150W	15.7
YER151C	68.1
YER152C	36
YER153C	14.5
YER154W	55.3
YER155C	47
YER156C	110.3
YER157W	31.2
YER158C	6.6
YER159C	59.1
YER161C	19.3
YER162C	8.2
YER163C	48.1
YER164W	22.2
YER165W	814.9
YER166W	39.5
YER167W	17.2
YER168C	49.8
YER169W	15.9
YER170W	26.7
YER171W	25.7
YER172C	21
YER173W	8.1
YER174C	37.2
YER175C	25.6
YER175W-A	2.4
YER176W	20.3
YER177W	1204.3
YER178W	748.5
YER179W	1.9
YER180C	1
YER180C-A	28.3
YER182W	32
YER183C	50.7
YER184C	2.3
YER185W	1.6
YER186C	1.7
YER187W	0.5
YER188C-A	3.2
YER189W	0.3
YER190C-B	9.2
YER190W	0.6
YFL001W	25.5
YFL002C	28.7
YFL003C	1
YFL004W	159.7
YFL005W	312
YFL007W	47.2
YFL008W	29.5
YFL009W	30
YFL010C	200.6
YFL010W-A	0.4
YFL011W	1.6
YFL012W	3.3
YFL013C	29.3
YFL014W	11.6
YFL016C	70.1
YFL017C	89.6
YFL017W-A	89
YFL018C	290.4
YFL020C	29.1
YFL021W	17
YFL022C	281.4
YFL023W	20.2
YFL024C	11.6
YFL025C	18.8
YFL026W	307.6
YFL027C	13.4
YFL028C	63.9
YFL029C	23.2
YFL030W	2.1
YFL031W	45
YFL033C	10.6
YFL034C-A	317.6
YFL034C-B	46.2
YFL034W	15.3
YFL036W	24.4
YFL037W	434.2
YFL038C	511.3
YFL039C	2440.6
YFL040W	0.3
YFL041W	94.8
YFL041W-A	1.6
YFL042C	23.2
YFL044C	55.1
YFL045C	902.1
YFL046W	37.4
YFL047W	33.3
YFL048C	165.9
YFL049W	20.5
YFL050C	0.7
YFL051C	0.7
YFL052W	0.9
YFL053W	0.5
YFL054C	2.6
YFL055W	1.4
YFL058W	2.5
YFL059W	10.1
YFL060C	5.4
YFL061W	1.6
YFL062W	64.1
YFL064C	1.5
YFL065C	3.9
YFL066C	0.5
YFL067W	8
YFL068W	8
YFR001W	79.5
YFR002W	66.7
YFR003C	53.4
YFR004W	188.8
YFR005C	30.7
YFR006W	130
YFR007W	18.9
YFR008W	23.5
YFR009W	122.9
YFR010W	163.6
YFR011C	119.6
YFR012W	0.4
YFR012W-A	1.9
YFR013W	26.6
YFR014C	31.9
YFR015C	9.7
YFR016C	23
YFR017C	7.5
YFR018C	26.7
YFR019W	12.4
YFR020W	8
YFR021W	18.3
YFR022W	3.3
YFR023W	0.1
YFR024C-A	160.4
YFR025C	50.2
YFR026C	0.7
YFR027W	11.3
YFR028C	48.3
YFR029W	9.7
YFR030W	21.4
YFR031C	15.4
YFR031C-A	2352.1
YFR032C	1.4
YFR032C-A	2620.7
YFR032C-B	4.4
YFR033C	31.6
YFR034C	30.4
YFR035C	2.2
YFR036W	18.7
YFR037C	79.7
YFR038W	22.1
YFR039C	41.7
YFR040W	42.1
YFR041C	89.8
YFR042W	61.5
YFR043C	83.9
YFR044C	472
YFR045W	22.8
YFR046C	21.1
YFR047C	77.3
YFR048W	13.2
YFR049W	94.9
YFR050C	308.2
YFR051C	171.8
YFR052W	362.6
YFR053C	61.6
YFR055W	139
YFR057W	0.7
YGL001C	170.7
YGL002W	46.7
YGL003C	14
YGL004C	25.3
YGL005C	38.6
YGL006W	28.9
YGL006W-A	8.7
YGL007C-A	218.2
YGL008C	2646.9
YGL009C	371.4
YGL010W	43.3
YGL011C	354.5
YGL012W	439.4
YGL013C	28.9
YGL014W	47.4
YGL015C	0.3
YGL016W	60.6
YGL017W	16.8
YGL018C	29.9
YGL019W	66
YGL020C	154.6
YGL021W	36.2
YGL022W	195.7
YGL023C	21.1
YGL025C	28.9
YGL026C	334.5
YGL027C	95.6
YGL028C	163.5
YGL029W	59.1
YGL030W	2835.8
YGL031C	2332.2
YGL032C	65.9
YGL033W	1.8
YGL035C	29.6
YGL036W	22.5
YGL037C	208.1
YGL038C	80.4
YGL039W	122.6
YGL040C	189.2
YGL041C-B	0.5
YGL041W-A	48.8
YGL043W	114
YGL044C	37.7
YGL045W	4.1
YGL047W	43.4
YGL048C	210.1
YGL049C	55.7
YGL050W	30.3
YGL051W	21.3
YGL053W	35.6
YGL054C	656.7
YGL055W	370.4
YGL056C	47.4
YGL057C	22.6
YGL058W	131.8
YGL059W	9.4
YGL060W	31.2
YGL061C	38.9
YGL062W	119.3
YGL063W	2.5
YGL064C	16
YGL065C	72.8
YGL066W	23.7
YGL067W	61.1
YGL068W	247.4
YGL070C	125.6
YGL071W	24.3
YGL073W	22
YGL075C	9.7
YGL076C	3236.9
YGL077C	83.2
YGL078C	73.8
YGL079W	27.5
YGL080W	113.6
YGL081W	4.6
YGL082W	68.6
YGL083W	22.5
YGL084C	103.3
YGL085W	9.3
YGL086W	38.7
YGL087C	110.1
YGL089C	0.3
YGL090W	5
YGL091C	37.1
YGL092W	53.9
YGL093W	18.8
YGL094C	24.6
YGL095C	44.9
YGL096W	2.3
YGL097W	117.1
YGL098W	33
YGL099W	84.5
YGL100W	100.7
YGL101W	106.3
YGL103W	3253.8
YGL104C	15.2
YGL105W	657.9
YGL106W	249.2
YGL107C	39.8
YGL108C	24.2
YGL110C	23.7
YGL111W	60.6
YGL112C	72
YGL113W	5.9
YGL114W	22.8
YGL115W	118.8
YGL116W	21.7
YGL117W	11.8
YGL119W	27.1
YGL120C	102.1
YGL121C	16.1
YGL122C	79.3
YGL123W	2878.2
YGL124C	12
YGL125W	18.2
YGL126W	25.7
YGL127C	38
YGL128C	14
YGL129C	61.1
YGL130W	45.5
YGL131C	7
YGL133W	19.4
YGL134W	7.8
YGL135W	3181.2
YGL136C	8
YGL137W	248.4
YGL138C	0.1
YGL139W	57
YGL140C	29
YGL141W	27
YGL142C	29.6
YGL143C	18.1
YGL144C	8.3
YGL145W	34.4
YGL146C	3.6
YGL147C	2877.3
YGL148W	324.8
YGL150C	28
YGL151W	34.9
YGL153W	36.8
YGL154C	8.4
YGL155W	28.2
YGL156W	26.6
YGL157W	212.2
YGL158W	0.5
YGL159W	38.5
YGL160W	41.7
YGL161C	82.1
YGL162W	12.7
YGL163C	12
YGL164C	23.8
YGL166W	19.3
YGL167C	130.5
YGL168W	5.6
YGL169W	31.2
YGL170C	0.4
YGL171W	55.3
YGL172W	68.7
YGL173C	208.4
YGL174W	13.6
YGL175C	3.7
YGL176C	5.7
YGL178W	28.3
YGL179C	8.7
YGL180W	12.9
YGL181W	63.1
YGL183C	0.7
YGL184C	3.3
YGL185C	19.9
YGL186C	80.8
YGL187C	85.9
YGL188C-A	11.3
YGL189C	2262.5
YGL190C	68.4
YGL191W	197.1
YGL192W	0
YGL193C	7.3
YGL194C	33.9
YGL194C-A	24.1
YGL195W	145.1
YGL196W	43.7
YGL197W	20.9
YGL198W	68.4
YGL200C	382.3
YGL201C	33.4
YGL202W	369.8
YGL203C	68.6
YGL204C	35.8
YGL205W	0.5
YGL206C	291.3
YGL207W	170.5
YGL208W	10.2
YGL209W	34.3
YGL210W	67.6
YGL211W	24.4
YGL212W	17.5
YGL213C	85.3
YGL215W	56
YGL216W	15.3
YGL219C	39
YGL220W	71.3
YGL221C	144.5
YGL222C	53.9
YGL223C	40.6
YGL224C	40.9
YGL225W	617.6
YGL226C-A	378.6
YGL226W	26.8
YGL227W	23
YGL228W	104.5
YGL229C	9.9
YGL230C	25.2
YGL231C	210
YGL232W	90.6
YGL233W	36.3
YGL234W	258.4
YGL235W	0.4
YGL236C	14.6
YGL237C	14.1
YGL238W	98.6
YGL240W	11.1
YGL241W	27.8
YGL242C	133.8
YGL243W	15.9
YGL244W	70.8
YGL245W	651.5
YGL246C	35.4
YGL247W	16.4
YGL248W	26.1
YGL249W	0.2
YGL250W	16.5
YGL251C	1.5
YGL252C	65
YGL253W	2134.7
YGL254W	22.8
YGL255W	12.4
YGL256W	15.7
YGL257C	25.7
YGL258W	0.7
YGL258W-A	1.3
YGL259W	3.7
YGL260W	0.9
YGL261C	4
YGL262W	0.2
YGL263W	6.9
YGR001C	165.3
YGR002C	24.6
YGR003W	18.5
YGR004W	24.8
YGR005C	51.1
YGR006W	14.9
YGR007W	52.1
YGR008C	96
YGR009C	43.5
YGR010W	28.6
YGR012W	38.3
YGR013W	16.3
YGR014W	72.1
YGR015C	12
YGR016W	16.5
YGR017W	92.6
YGR018C	2
YGR019W	66.9
YGR020C	417.9
YGR021W	22.6
YGR023W	6.2
YGR024C	52.1
YGR026W	247
YGR027C	2840.5
YGR028W	38.4
YGR029W	37.1
YGR030C	41.5
YGR031C-A	0.2
YGR031W	22.6
YGR032W	40.4
YGR033C	73.8
YGR034W	2187
YGR035C	112.1
YGR035W-A	1.4
YGR036C	43.5
YGR037C	940.8
YGR038W	100.2
YGR040W	24.3
YGR041W	16.8
YGR042W	10.9
YGR043C	3.3
YGR044C	64.2
YGR046W	23.5
YGR047C	21.2
YGR048W	53.7
YGR049W	49.3
YGR050C	10.5
YGR052W	4.1
YGR053C	3.9
YGR054W	147
YGR055W	157.6
YGR056W	22
YGR057C	14
YGR058W	21.4
YGR059W	0.2
YGR060W	842.5
YGR061C	264.2
YGR062C	10.5
YGR063C	91.6
YGR065C	47.1
YGR066C	1.2
YGR067C	1.2
YGR068C	9.1
YGR070W	3
YGR071C	15.5
YGR072W	20.2
YGR074W	84
YGR075C	19.5
YGR076C	75.8
YGR077C	22.2
YGR078C	103.5
YGR079W	30.3
YGR080W	74.9
YGR081C	63.4
YGR082W	253.5
YGR083C	72.6
YGR084C	61.8
YGR085C	2620.4
YGR086C	582.8
YGR087C	1.4
YGR088W	1
YGR089W	24.1
YGR090W	72.3
YGR091W	12.4
YGR092W	36.2
YGR093W	25.7
YGR094W	427.5
YGR095C	55.5
YGR096W	4.5
YGR097W	19.9
YGR098C	13.3
YGR099W	12.6
YGR100W	23.9
YGR101W	31.8
YGR102C	28
YGR103W	199.6
YGR104C	34.8
YGR105W	262
YGR106C	603
YGR108W	32.1
YGR109C	23.7
YGR110W	1.9
YGR111W	54.6
YGR112W	13.4
YGR113W	29.5
YGR116W	116
YGR117C	41.9
YGR118W	2298.3
YGR119C	66.3
YGR120C	30.3
YGR121C	4.6
YGR121W-A	1
YGR122W	27.9
YGR123C	111.6
YGR124W	690.1
YGR125W	30.4
YGR126W	16.2
YGR127W	9.1
YGR128C	83.4
YGR129W	19.6
YGR130C	63.5
YGR131W	15.1
YGR132C	198.5
YGR133W	12.9
YGR134W	14.8
YGR135W	408.8
YGR136W	181.2
YGR138C	24.4
YGR140W	16.5
YGR141W	30.7
YGR142W	57.6
YGR143W	23.7
YGR144W	1.1
YGR145W	56.6
YGR146C	52.3
YGR146C-A	1.2
YGR147C	55.7
YGR148C	1829.1
YGR149W	22.7
YGR150C	14.3
YGR152C	68.3
YGR153W	6.6
YGR154C	1.1
YGR155W	671.6
YGR156W	29.5
YGR157W	163.3
YGR158C	68.3
YGR159C	294.6
YGR161C	65.1
YGR161W-C	28.4
YGR162W	199.3
YGR163W	54.3
YGR165W	56.3
YGR166W	17.4
YGR167W	280.5
YGR168C	8.6
YGR169C	12
YGR169C-A	51.8
YGR170W	9.8
YGR171C	13.7
YGR172C	149.2
YGR173W	101.9
YGR174C	15
YGR174W-A	1.9
YGR175C	405.4
YGR177C	53.8
YGR178C	88.7
YGR179C	17.6
YGR180C	1027.1
YGR181W	154.1
YGR183C	93.7
YGR184C	42.8
YGR185C	436.6
YGR186W	52.9
YGR187C	94
YGR188C	5.1
YGR189C	278.8
YGR191W	96.5
YGR192C	11016.5
YGR193C	106.1
YGR194C	21.3
YGR195W	65.3
YGR196C	20.7
YGR197C	14
YGR198W	39.5
YGR199W	56.6
YGR200C	57.6
YGR201C	7.6
YGR202C	40.4
YGR203W	16.2
YGR204C-A	0
YGR204W	255
YGR205W	66.2
YGR206W	38.9
YGR207C	143.4
YGR208W	148
YGR209C	1517.7
YGR210C	44.9
YGR211W	155.6
YGR212W	10.8
YGR213C	4.9
YGR214W	1899.4
YGR215W	77.3
YGR216C	18.1
YGR217W	13
YGR218W	157.2
YGR220C	63.3
YGR221C	4
YGR222W	19
YGR223C	17.2
YGR224W	0.7
YGR225W	1.5
YGR227W	54.6
YGR229C	107.7
YGR230W	13.3
YGR231C	232
YGR232W	124.6
YGR233C	48.4
YGR234W	807.6
YGR235C	88.8
YGR236C	0.7
YGR237C	19.2
YGR238C	6.7
YGR239C	14.4
YGR240C	810.7
YGR240C-A	19.2
YGR241C	37
YGR243W	7.9
YGR244C	88.8
YGR245C	64
YGR246C	29.3
YGR247W	28.7
YGR248W	4.1
YGR249W	1
YGR250C	22.2
YGR251W	27
YGR252W	24
YGR253C	355.2
YGR254W	3832
YGR255C	41.6
YGR256W	1.2
YGR257C	20.5
YGR258C	8.7
YGR260W	97.6
YGR261C	60.1
YGR262C	46.5
YGR263C	17.9
YGR264C	412.8
YGR266W	43.8
YGR267C	137.3
YGR268C	32.2
YGR270W	23.3
YGR271C-A	70.9
YGR271W	18.4
YGR273C	1.7
YGR274C	21.2
YGR275W	78
YGR276C	53.4
YGR277C	54
YGR278W	18
YGR279C	934.6
YGR280C	50.8
YGR281W	58.8
YGR282C	1182.8
YGR283C	29.7
YGR284C	336
YGR285C	670.5
YGR286C	26.9
YGR287C	3.6
YGR288W	6.2
YGR289C	1.1
YGR292W	2.3
YGR294W	4.6
YGR295C	109.2
YGR296W	1.2
YHL001W	2105.8
YHL002W	42.4
YHL003C	160.1
YHL004W	67.1
YHL006C	6
YHL007C	37.4
YHL008C	13.3
YHL009C	26.4
YHL010C	8.6
YHL011C	209.9
YHL012W	0.2
YHL013C	47.8
YHL014C	22
YHL015W	3357.8
YHL015W-A	1
YHL016C	3
YHL017W	54
YHL018W	9.1
YHL019C	13.2
YHL020C	17.2
YHL021C	60.4
YHL022C	1.7
YHL023C	13.3
YHL024W	1.5
YHL025W	27.5
YHL026C	6.7
YHL027W	31.7
YHL028W	6.2
YHL029C	18.7
YHL030W	60.9
YHL031C	37
YHL032C	3.3
YHL033C	1707.9
YHL034C	461.7
YHL035C	16.4
YHL036W	3.9
YHL038C	12.2
YHL039W	44.1
YHL040C	166.1
YHL042W	2.2
YHL043W	0.7
YHL044W	10.6
YHL046C	18.3
YHL047C	267.5
YHL048C-A	4.1
YHL048W	52.8
YHL049C	1.6
YHL050C	0.4
YHR001W	57.7
YHR001W-A	76.5
YHR002W	8.6
YHR003C	38.7
YHR004C	15.5
YHR005C	77.5
YHR005C-A	499.9
YHR006W	26.1
YHR007C	552.4
YHR007C-A	89.3
YHR008C	150.2
YHR009C	53.7
YHR010W	2733.5
YHR011W	14.8
YHR012W	79.1
YHR013C	149.5
YHR014W	0.1
YHR015W	96.7
YHR016C	36
YHR017W	25.8
YHR018C	85.3
YHR019C	519
YHR020W	326.3
YHR021C	2709.9
YHR021W-A	2.5
YHR022C	1.7
YHR022C-A	3.6
YHR023W	26.2
YHR024C	61.5
YHR025W	254.1
YHR026W	386.5
YHR027C	242.6
YHR028C	67.7
YHR029C	113.4
YHR030C	50.9
YHR031C	9.7
YHR032W	24
YHR033W	1.4
YHR034C	14.8
YHR035W	3.9
YHR036W	17.9
YHR037W	86.6
YHR038W	43.1
YHR039C	105.1
YHR039C-A	630.6
YHR040W	11
YHR041C	18.7
YHR042W	213.8
YHR043C	69
YHR044C	33.1
YHR045W	36.9
YHR046C	52.8
YHR047C	136.2
YHR048W	6.1
YHR049W	205.8
YHR050W	49.3
YHR050W-A	174.3
YHR051W	136.9
YHR052W	155.6
YHR053C	10.7
YHR054C	71
YHR055C	9.1
YHR056C	49.4
YHR057C	62.4
YHR058C	32.6
YHR059W	67.6
YHR060W	63
YHR061C	19.5
YHR062C	35.5
YHR063C	147.9
YHR064C	807.3
YHR065C	62.1
YHR066W	53.5
YHR067W	13.1
YHR068W	472.9
YHR069C	39
YHR070W	29.2
YHR071W	33.9
YHR072W	35.7
YHR072W-A	534
YHR073W	24.8
YHR074W	98.6
YHR075C	13.9
YHR076W	59
YHR077C	21.6
YHR078W	18.9
YHR079C	11.9
YHR079C-A	1.2
YHR080C	3
YHR081W	80.1
YHR082C	45.1
YHR083W	41.6
YHR084W	29.4
YHR085W	35.2
YHR086W	26.6
YHR086W-A	1.2
YHR087W	22.8
YHR088W	74.5
YHR089C	303.7
YHR090C	24.4
YHR091C	11.9
YHR092C	50.6
YHR094C	209.1
YHR096C	13.2
YHR097C	15.4
YHR098C	95.1
YHR099W	34.3
YHR100C	39.7
YHR101C	21
YHR102W	19.3
YHR103W	24.7
YHR104W	126.6
YHR105W	16.1
YHR106W	13.7
YHR107C	107.3
YHR108W	148.7
YHR109W	16.2
YHR110W	70.3
YHR111W	48.5
YHR112C	32.3
YHR113W	62.6
YHR114W	41.6
YHR115C	39.6
YHR116W	30.8
YHR117W	61.1
YHR118C	17.4
YHR119W	11.9
YHR120W	10.3
YHR121W	120.5
YHR122W	60.9
YHR123W	95.2
YHR124W	1.9
YHR126C	0.2
YHR127W	38.3
YHR128W	357.8
YHR129C	10.9
YHR131C	8.1
YHR132C	132.6
YHR132W-A	86.6
YHR133C	143.9
YHR134W	6.3
YHR135C	81
YHR136C	62
YHR137W	22.5
YHR138C	88.6
YHR139C	0.5
YHR140W	14.7
YHR141C	2975.4
YHR142W	70.8
YHR143W	384.7
YHR143W-A	224
YHR144C	40.9
YHR146W	168.1
YHR147C	90.3
YHR148W	79.7
YHR149C	25.3
YHR150W	7.4
YHR151C	11.2
YHR152W	78.2
YHR153C	7.6
YHR154W	31.3
YHR155W	16.1
YHR156C	9.9
YHR157W	1.5
YHR158C	32.7
YHR159W	9
YHR160C	0.6
YHR161C	23.6
YHR162W	270.6
YHR163W	115.7
YHR164C	8.7
YHR165C	24.4
YHR166C	13.9
YHR167W	27.2
YHR168W	7.9
YHR169W	38.2
YHR170W	116
YHR171W	13.1
YHR172W	16.7
YHR173C	0.3
YHR174W	8417.3
YHR175W	228.7
YHR175W-A	49.5
YHR176W	4.6
YHR177W	1.6
YHR178W	7
YHR179W	1189.3
YHR181W	152.2
YHR182W	9.2
YHR183W	834.7
YHR184W	2.1
YHR185C	1
YHR186C	20.4
YHR187W	37.4
YHR188C	76.9
YHR189W	6.9
YHR190W	279.1
YHR191C	30.1
YHR192W	63.6
YHR193C	1432
YHR194W	5.1
YHR195W	16.3
YHR196W	67.7
YHR197W	50.1
YHR198C	33.1
YHR199C	51.3
YHR199C-A	23.2
YHR200W	174.4
YHR201C	86.4
YHR202W	9.6
YHR203C	3114.7
YHR204W	12.9
YHR205W	45.8
YHR206W	31.4
YHR207C	30.7
YHR208W	524
YHR209W	18.6
YHR210C	1.6
YHR211W	1.7
YHR212W-A	2.5
YHR213W	1.4
YHR213W-A	0.4
YHR213W-B	0
YHR214C-D	1.5
YHR214C-E	1.1
YHR214W	36
YHR215W	362.8
YHR216W	163.8
YHR218W	1.3
YHR219W	0.3
YIL001W	12.5
YIL002C	13.2
YIL002W-A	134.2
YIL003W	22.9
YIL004C	53.6
YIL005W	62.2
YIL006W	7.2
YIL007C	20.8
YIL008W	174.7
YIL009C-A	15.2
YIL009W	36.2
YIL010W	105.4
YIL011W	109.5
YIL013C	2.9
YIL014C-A	33.5
YIL014W	23.5
YIL015W	132.6
YIL016W	80.2
YIL017C	13.6
YIL018W	3024.9
YIL019W	27.9
YIL020C	52.2
YIL021W	120.5
YIL022W	70
YIL023C	32.2
YIL024C	9.7
YIL026C	27.5
YIL027C	218.5
YIL029C	2.9
YIL030C	77.9
YIL031W	9
YIL033C	89.9
YIL034C	152.3
YIL035C	102.1
YIL036W	34.8
YIL037C	0.1
YIL038C	50.4
YIL039W	117.6
YIL040W	113.4
YIL041W	319.9
YIL042C	16.1
YIL043C	255.1
YIL044C	72.8
YIL045W	12
YIL046W	11.6
YIL046W-A	1.8
YIL047C	34.7
YIL048W	34.8
YIL049W	25.5
YIL050W	34.5
YIL051C	1842
YIL052C	2226.9
YIL053W	2283.9
YIL054W	21.6
YIL055C	8.2
YIL056W	25.7
YIL057C	1.2
YIL060W	97.5
YIL061C	23.3
YIL062C	265.6
YIL063C	59.8
YIL064W	42.8
YIL065C	57
YIL066C	15.7
YIL067C	18.9
YIL068C	27.9
YIL069C	2468.6
YIL070C	174.8
YIL071C	8.6
YIL072W	1.3
YIL073C	0.8
YIL074C	136.3
YIL075C	232.7
YIL076W	319
YIL077C	17.1
YIL078W	655.3
YIL079C	24.8
YIL083C	71.5
YIL084C	19
YIL085C	30.5
YIL087C	29.7
YIL088C	81.6
YIL089W	3.6
YIL090W	40.9
YIL091C	39.1
YIL092W	6
YIL093C	57
YIL094C	281
YIL095W	17.6
YIL096C	29.2
YIL097W	13.8
YIL098C	54.1
YIL099W	0.5
YIL101C	7.7
YIL102C	1.4
YIL102C-A	17.7
YIL103W	38
YIL104C	23.4
YIL105C	36.3
YIL105W-A	3.3
YIL106W	48.6
YIL107C	17.2
YIL108W	37.5
YIL109C	150.9
YIL110W	58.4
YIL111W	77.5
YIL112W	15.4
YIL113W	6.6
YIL114C	56.3
YIL115C	50.3
YIL116W	87.2
YIL117C	63.6
YIL118W	140.8
YIL119C	25.1
YIL120W	2.2
YIL121W	34.2
YIL122W	5.8
YIL123W	514.8
YIL124W	154.9
YIL125W	86.1
YIL126W	52.2
YIL127C	53.3
YIL128W	35
YIL129C	20.6
YIL130W	32.4
YIL131C	34.3
YIL132C	7.8
YIL133C	1574.5
YIL134C-A	4.5
YIL134W	11.7
YIL135C	42.2
YIL136W	10.4
YIL137C	62.7
YIL138C	228.9
YIL139C	10.5
YIL140W	46.9
YIL142W	234.9
YIL143C	26.6
YIL144W	25.1
YIL145C	89
YIL146C	5.6
YIL147C	19.5
YIL148W	2726.8
YIL149C	21.3
YIL150C	10.3
YIL151C	9.8
YIL152W	15.2
YIL153W	20.8
YIL154C	26.1
YIL155C	19.8
YIL156W	20.1
YIL156W-B	125.9
YIL157C	64.5
YIL158W	51
YIL159W	7.1
YIL160C	0.2
YIL161W	12.2
YIL162W	65.1
YIL163C	0.9
YIL164C	2.1
YIL165C	0.9
YIL166C	1.3
YIL169C	8.6
YIL172C	4.1
YIL173W	10.3
YIL176C	4.9
YIL177C	1.2
YIR001C	43.7
YIR002C	11.6
YIR003W	27.8
YIR004W	52.3
YIR005W	22.5
YIR006C	95.9
YIR007W	21.1
YIR008C	38.3
YIR009W	29.7
YIR010W	16.9
YIR011C	52.7
YIR012W	120.3
YIR013C	0.9
YIR014W	11
YIR015W	15.6
YIR016W	1.9
YIR017C	9
