# Created by: riboviz
# Date: 2025-10-03 21:18:20.670599
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	OTTR_P1_1
YPL249C-A	1973.6
YPL250C	66.3
YPL252C	61.2
YPL253C	18.2
YPL254W	27.3
YPL255W	10.8
YPL256C	78.6
YPL257W	15.3
YPL258C	1.5
YPL259C	59.1
YPL260W	104.4
YPL262W	175.3
YPL263C	58.3
YPL264C	8.6
YPL265W	255.5
YPL266W	98.6
YPL267W	36.2
YPL268W	6.9
YPL269W	6
YPL270W	30.4
YPL271W	416.2
YPL272C	23
YPL273W	208.5
YPL274W	48.9
YPL277C	6.3
YPL278C	9.6
YPL279C	31.9
YPL280W	0.5
YPL281C	0.7
YPL282C	13.6
YPL283C	0.9
YPR001W	1.3
YPR002W	12.1
YPR003C	13.4
YPR004C	122.9
YPR005C	3.2
YPR006C	8.7
YPR007C	0.3
YPR008W	20.5
YPR009W	12.7
YPR010C	153.3
YPR010C-A	81.3
YPR011C	19.5
YPR013C	5.6
YPR015C	4.9
YPR016C	294.4
YPR017C	39.4
YPR018W	17.4
YPR019W	36
YPR020W	112.3
YPR021C	12.9
YPR022C	15.4
YPR023C	42.8
YPR024W	84.7
YPR025C	29.7
YPR026W	6.5
YPR027C	1
YPR028W	715.1
YPR029C	60.9
YPR030W	1.1
YPR031W	10.5
YPR032W	22.6
YPR033C	308
YPR034W	49.5
YPR035W	593.9
YPR036W	309.8
YPR036W-A	1090
YPR037C	48.8
YPR040W	29.5
YPR041W	320.1
YPR042C	31.2
YPR043W	2704.7
YPR045C	45.2
YPR046W	20.9
YPR047W	19.8
YPR048W	27.2
YPR049C	12.1
YPR051W	61.4
YPR052C	418.6
YPR054W	0.8
YPR055W	32.9
YPR056W	45.7
YPR057W	14.3
YPR058W	52.5
YPR060C	121.9
YPR061C	4.6
YPR062W	193.9
YPR063C	257.7
YPR065W	47.4
YPR066W	14.6
YPR067W	39
YPR068C	23.1
YPR069C	674.4
YPR070W	23.5
YPR071W	12.3
YPR072W	94.1
YPR073C	251.6
YPR074C	733.5
YPR075C	62.6
YPR078C	0.5
YPR079W	34.3
YPR080W	8026.6
YPR081C	13.1
YPR082C	38.4
YPR083W	10.1
YPR084W	14.6
YPR085C	7.3
YPR086W	54
YPR088C	153.4
YPR089W	37.4
YPR091C	51.6
YPR093C	8.2
YPR094W	43.8
YPR095C	8.8
YPR096C	6.1
YPR097W	45.5
YPR098C	104.8
YPR100W	79.2
YPR101W	36.3
YPR102C	2860.6
YPR103W	301.5
YPR104C	14.8
YPR105C	28.6
YPR106W	32.6
YPR107C	36
YPR108W	237.5
YPR108W-A	2.9
YPR109W	20.8
YPR110C	257.1
YPR111W	16.4
YPR112C	43.6
YPR113W	267.4
YPR114W	119.3
YPR115W	10.8
YPR116W	9.2
YPR117W	1.8
YPR118W	140.1
YPR119W	46.4
YPR120C	16.7
YPR121W	0.2
YPR122W	14
YPR124W	312.3
YPR125W	51.4
YPR127W	27.9
YPR128C	66.4
YPR129W	122.6
YPR131C	60
YPR132W	2582.1
YPR133C	73.9
YPR133W-A	402.4
YPR134W	16.4
YPR135W	26.3
YPR137W	46.3
YPR138C	22.2
YPR139C	53.1
YPR140W	29.9
YPR141C	18.5
YPR143W	55.6
YPR144C	53.1
YPR145C-A	26
YPR145W	588.6
YPR147C	61.2
YPR148C	100.4
YPR149W	1012.4
YPR151C	1.1
YPR152C	8.7
YPR153W	10.1
YPR154W	111.5
YPR155C	21.1
YPR156C	45.9
YPR157W	2.2
YPR158W	39.5
YPR159C-A	0
YPR159W	151.9
YPR160W	6.8
YPR161C	32.7
YPR162C	24
YPR163C	369.7
YPR164W	15.7
YPR165W	554.2
YPR166C	221.2
YPR167C	14.4
YPR168W	25.9
YPR169W	43
YPR170W-B	416.3
YPR171W	27.8
YPR172W	95
YPR173C	46.3
YPR174C	26.1
YPR175W	19.6
YPR176C	53.2
YPR178W	14.9
YPR179C	22.8
YPR180W	46.7
YPR181C	230
YPR182W	70.2
YPR183W	262.4
YPR184W	6.4
YPR185W	11.9
YPR186C	12.1
YPR187W	207.7
YPR188C	69.8
YPR189W	41
YPR190C	41.4
YPR191W	87.7
YPR192W	1
YPR193C	0.7
YPR194C	0.4
YPR196W	4.5
YPR198W	53.7
YPR199C	12.6
YPR200C	1.1
YPR201W	2.8
YPR202W	7.2
YPR203W	6.7
YPR204W	0.2
